registro,type,modified,language,license,rightsHolder,accessRights,bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,_class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedBy,measurementDeterminedDate,measurementMethod,measurementRemarks,resourceRelationshipID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo,relationshipEstablishedDate,relationshipRemarks,uniprot
24,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10346,TULV10346,4346,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wkn6mN,,,,,,,,,,,,,,,,,9/15/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 16.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
25,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10347,TULV10347,4403,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w4RPqy,,,,,,,,,,,,,,,,,9/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 17.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xylopia,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Xylopia,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
26,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10348,TULV10348,4015,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wijNes,,,,,,,,,,,,,,,,,4/14/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.",,500,500,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
27,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10349,TULV10349,4011,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w4wVxx,,,,,,,,,,,,,,,,,4/14/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.",,500,500,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxandra,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Oxandra,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
28,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10350,TULV10350,4418,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wj667w,,,,,,,,,,,,,,,,,9/16/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 18.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
29,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10351,TULV10351,4017,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2gyaJ,,,,,,,,,,,,,,,,,4/14/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeografica del Chocó.",,,,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,aff. odorata,,D. Cardenas,1993,,,,,,,,,,,,Duguetia odorata(Diels) J.F.Macbr.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Duguetia,,odorata,,Especie,,(Diels) J.F.Macbr.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
30,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10352,TULV10352,4037,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wkwApu,,,,,,,,,,,,,,,,,4/15/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,D. Cardenas,1993,,,,,,,,,,,,Pseudoxandra pacifica Maas,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Pseudoxandra,,pacifica,,Especie,,Maas,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
31,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10355,TULV10355,3669,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/vmXUXL,,,,,,,,,,,,,,,,,3/26/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 2.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
32,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10356,TULV10356,3762,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2noE1,,,,,,,,,,,,,,,,,3/28/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 5.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2600414
33,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10357,TULV10357,3796,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w4Mz9A,,,,,,,,,,,,,,,,,3/28/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 6.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
34,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10358,TULV10358,3837,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/vpb6UE,,,,,,,,,,,,,,,,,3/29/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeografica del Chocó. Transecto 8.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,D. Cardenas,1993,,,,,,,,,,,,Pseudoxandra pacifica Maas,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Pseudoxandra,,pacifica,,Especie,,Maas,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
35,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10359,TULV10359,3466,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wiYTee,,,,,,,,,,,,,,,,,11/17/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.",,130,130,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
36,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10360,TULV10360,3502,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wmtqqz,,,,,,,,,,,,,,,,,11/18/1992,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó.",,130,130,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,D. Cardenas,1993,,,,,,,,,,,,Xylopia columbiana R.E.Fr.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Xylopia,,columbiana,,Especie,,R.E.Fr.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
37,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10361,TULV10361,3602,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/vpoaDu,,,,,,,,,,,,,,,,,3/26/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 1.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
38,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10362,TULV10362,3624,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2n8eG,,,,,,,,,,,,,,,,,3/26/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 1.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,D. Cardenas,1994,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
39,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10363,TULV10363,4158,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w4VCUX,,,,,,,,,,,,,,,,,9/13/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 11.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
40,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10364,TULV10364,3643,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2n1XU,,,,,,,,,,,,,,,,,3/26/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 1.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,cf. cargadero,,D. Cardenas,1993,,,,,,,,,,,,Guatteria cargadero Triana & Planch.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,cargadero,,Especie,,Triana & Planch.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
41,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10365,TULV10365,3886,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/vp1wbA,,,,,,,,,,,,,,,,,3/30/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 9.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tournefortia,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Boraginales,BORAGINACEAE,Tournefortia,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
42,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10366,TULV10366,4223,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2mTBb,,,,,,,,,,,,,,,,,9/14/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 13.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,D. Cardenas,1994,,,,,,,,,,,,Guatteria,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Guatteria,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
43,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10367,TULV10367,3877,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w4Nxem,,,,,,,,,,,,,,,,,3/30/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, vereda San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 9.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unonopsis,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Unonopsis,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
44,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10368,TULV10368,3882,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/wkmSmQ,,,,,,,,,,,,,,,,,3/30/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Chocó. Transecto 9.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annona,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Annona,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1904701
45,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10369,TULV10369,4065,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/w2mUpT,,,,,,,,,,,,,,,,,4/15/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeografica del Chocó.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crematosperma,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Crematosperma,,,,Género,,,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2713432
46,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV10370,TULV10370,3745,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,https://flic.kr/p/widDe5,,,,,,,,,,,,,,,,,3/28/1993,,,,,,,,,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeografica del Chocó. Transecto 5.",,100,100,,,,,,,,,3.8281,-76.8694,WGS84,,,,,03°49'41''N,76°52'10''W,grados minutos segundos,,,,,"W. Devia, D. Cardenas, A. Cruz",,,,,,,,,,,,,,,,,,,,,,,,,aff. odorata,,D. Cardenas,1993,,,,,,,,,,,,Duguetia odorata(Diels) J.F.Macbr.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,ANNONACEAE,Duguetia,,odorata,,Especie,,(Diels) J.F.Macbr.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,1173672
